Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
ganesh-toran,Ganesh Toran,"<p><span class=""s1""></span><br></p>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'491,0.0,shopify,deny,manual,18.75,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at12.29.43_1.jpg?v=1729222943,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,3.98,true,,,true,,,active
ganesh-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at12.29.43_2.jpg?v=1729222943,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganesh-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at12.29.42.jpg?v=1729222943,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganesh-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at12.29.43.jpg?v=1729222943,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-and-bells-backdrop-red,Marigold and Bells Backdrop - Red,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Plastic</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 6x6 feet</li>
<li>Color: Red</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'914,0.0,shopify,deny,manual,106.25,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/20240626_204559.jpg?v=1728799418,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,24.26,true,,,true,,,active
marigold-backdrop-orange-and-yellow,Marigold Backdrop - Orange and Yellow,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Plastic</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 6x6 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'856,0.0,shopify,deny,manual,82.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_46cf2b2b-ccb5-4574-8e4b-5a952278911d.jpg?v=1728799286,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,24.26,true,,,true,,,active
marigold-backdrop-orange-and-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-25at14.11.50.jpg?v=1728799286,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-lily-backdrop,Marigold Lily Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Plastic</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 5x5 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'855,0.0,shopify,deny,manual,82.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_7a25d29c-b899-4b01-817d-5009f4c8ce61.jpg?v=1728799088,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,25.61,true,,,true,,,active
marigold-lily-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-25at13.48.57.jpg?v=1728799088,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-backdrop,Marigold Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Plastic</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 6x8 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'874,0.0,shopify,deny,manual,112.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-06-03at17.50.21_1.jpg?v=1728798906,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,28.91,true,,,true,,,active
marigold-hangings-backdrop,Marigold Hangings Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Taiwan Fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 8x5 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'519,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-08-28at23.10.53_3.jpg?v=1728798540,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.29,true,,,true,,,active
ganesh-on-orange-background-backdrop,Ganesh on Orange Background Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Taiwan Fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 8x5 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'518,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-08-28at23.10.53_2.jpg?v=1728798386,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.30,true,,,true,,,active
marigold-flower-on-green-background-backdrop,Marigold Flower on Green Background Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Taiwan Fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 5x8 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'517,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-08-28at23.10.53_1.jpg?v=1728798256,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.30,true,,,true,,,active
ganesh-on-banana-leaf-backdrop,Ganesh on Banana Leaf Backdrop,"<ul>
<li>
<meta charset=""utf-8""> <span>Material: Taiwan Fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 5x8 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'516,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-08-28at23.10.53.jpg?v=1728798041,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.29,true,,,true,,,active
marigold-flower-and-bells-backdrop,Marigold Flower and Bells Backdrop,"<ul>
<li>
<meta charset=""utf-8"">
<span>Material: Plastic</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 6x6 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'419,0.0,shopify,deny,manual,106.25,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-10-11at21.12.03.jpg?v=1728797703,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,43.95,true,,,true,,,active
marigold-flower-and-bells-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-15at16.51.25_1.jpg?v=1728797703,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-bells-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-15at16.51.25.jpg?v=1728797703,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-bells-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at10.39.16_1.jpg?v=1728797703,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-bells-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-30at10.39.16.jpg?v=1728797703,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ganesh-on-green-background-cloth-backdrop,Ganesh on Green Background Cloth Backdrop,"<ul>
<li>
<meta charset=""utf-8"">
<span>Taiwan Calender fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 8x5 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'329,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/ScreenShot2023-03-04at8.11.53PM.png?v=1728797227,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.45,true,,,true,,,active
ganesh-on-green-background-cloth-backdrop,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/ScreenShot2023-03-04at8.12.03PM.png?v=1728797227,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banana-leaves-and-lotus-cloth-backdrop,Banana Leaves and Lotus Cloth Backdrop,"<ul>
<li>
<meta charset=""utf-8"">
<span>Taiwan Calender fabric</span>
</li>
<li>Suitable for Decoration, Mehendi, Wedding, Festival</li>
<li>Size 8x5 feet</li>
</ul>
<p><meta charset=""utf-8""><span>This backdrop is suitable for various occasions, including housewarming backdrops, Pooja ceremonies, housewarming functions, and wedding decorations.</span></p>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","backdrop, festive, house warming, traditional, wedding",true,Title,Default Title,,,,,,,,'326,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_2b8ac9ce-1b37-45b3-a15a-bab7cc8155c8.png?v=1728796697,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,14.89,true,,,true,,,active
royal-blue-kurta-pajama-set-golden-pajama,Royal Blue Kurta Pajama Set (Golden Pajama),"<ul>
<li>Royal Blue Kurta With Golden Pajama Set</li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Golden Buttons</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Very beautiful, gives Royal Look</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Party Wear</span></li>
<li>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Non-itchy soft cloth</span><br>
</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'966,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.35.33.jpg?v=1728762732,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,22.89,true,,,true,,,active
royal-blue-kurta-pajama-set-golden-pajama,,,,,,,,,"40""",,,,,,,,'967,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.35.35_2.jpg?v=1728762732,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
royal-blue-kurta-pajama-set-golden-pajama,,,,,,,,,"42""",,,,,,,,'968,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.35.33_1.jpg?v=1728762732,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
royal-blue-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.35.35_1.jpg?v=1728762732,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-blue-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.35.35.jpg?v=1728762732,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-kurta-pajama-set-golden-pajama,Dark Green Kurta Pajama Set (Golden Pajama),"<ul>
<li>Dark Green Kurta With Golden Pajama Set</li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Golden Buttons</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Very beautiful, gives Royal Look</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Party Wear</span></li>
<li>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Non-itchy soft cloth</span><br>
</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'963,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.43.jpg?v=1728762572,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,22.89,true,,,true,,,active
dark-green-kurta-pajama-set-golden-pajama,,,,,,,,,"40""",,,,,,,,'964,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.43_1.jpg?v=1728762573,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
dark-green-kurta-pajama-set-golden-pajama,,,,,,,,,"42""",,,,,,,,'965,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.44.jpg?v=1728762573,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
dark-green-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.45_1.jpg?v=1728762573,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.45_2.jpg?v=1728762573,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.31.45.jpg?v=1728762573,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-kurta-pajama-set-4,Dark Green Kurta Pajama Set,"<ul>
<li>Dark Green Kurta With Light Golden Pajama Set</li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Weaved Flowers Pattern</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Very beautiful</span></li>
<li>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Non-itchy soft cloth</span><br>
</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'939,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.18.jpg?v=1728762371,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.29,true,,,true,,,active
dark-green-kurta-pajama-set-4,,,,,,,,,"40""",,,,,,,,'940,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.18_1.jpg?v=1728762371,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,18.29,,,,,,,
dark-green-kurta-pajama-set-4,,,,,,,,,"42""",,,,,,,,'949,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.19_1.jpg?v=1728762371,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,18.29,,,,,,,
dark-green-kurta-pajama-set-4,,,,,,,,,"44""",,,,,,,,'962,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.19_2.jpg?v=1728762371,4,"",,,,,,,,,,,,,,,,,,,,,,lb,,18.29,,,,,,,
dark-green-kurta-pajama-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.19_3.jpg?v=1728762371,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-green-kurta-pajama-set-4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.27.19.jpg?v=1728762371,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light-pink-kurta-pajama-set,Light Pink Kurta Pajama Set,"<ul>
<li>Light Pink Kurta With White Pajama Set</li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Weaved Pattern</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Very beautiful and gives Royal Look</span></li>
<li>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Non-itchy soft cloth</span><br>
</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'901,0.0,shopify,deny,manual,87.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.20.59.jpg?v=1728762160,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,25.19,true,,,true,,,active
light-pink-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'902,0.0,shopify,deny,manual,87.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.20.59_4.jpg?v=1728762160,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,25.19,,,,,,,
light-pink-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'915,0.0,shopify,deny,manual,87.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.20.59_1.jpg?v=1728762160,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,25.19,,,,,,,
light-pink-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'930,0.0,shopify,deny,manual,87.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.20.59_2.jpg?v=1728762160,4,"",,,,,,,,,,,,,,,,,,,,,,lb,,25.19,,,,,,,
light-pink-kurta-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.20.59_3.jpg?v=1728762160,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peach-kurta-pajama-set-golden-pajama,Peach Kurta Pajama Set (Golden Pajama),"<ul>
<li>Peach Kurta With Golden Pajama Set</li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Golden Buttons</span></li>
<li><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Royal Look</span></li>
<li>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Non-itchy soft cloth</span><br>
</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'897,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.16.jpg?v=1728761852,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,22.89,true,,,true,,,active
peach-kurta-pajama-set-golden-pajama,,,,,,,,,"40""",,,,,,,,'898,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.17.jpg?v=1728761852,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
peach-kurta-pajama-set-golden-pajama,,,,,,,,,"42""",,,,,,,,'899,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.17_1.jpg?v=1728761852,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,22.89,,,,,,,
peach-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.17_2.jpg?v=1728761852,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peach-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.18_1.jpg?v=1728761852,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peach-kurta-pajama-set-golden-pajama,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-11at22.15.18.jpg?v=1728761852,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
